,Unnamed: 0,name,url,food_details,rating,review_number,longitude,latitude,price,food_category,weighted_rating,rating_group,price_category,rest_details
0,0,Wakaka eco kepong,https://foodpanda.my/restaurant/l9cb/wakaka-eco-kepong,"['Beverages', 'Desserts', 'Fast Food']",4.5,563,101.6252646,3.2216035,2,Beverages,4.49,4.30-4.49,Moderate,"Beverages, Desserts, Fast Food"
1,1,Tomyam bukit intan baiduri,https://foodpanda.my/restaurant/d0ef/tomyam-bukit-intan-baiduri,"['Noodles', 'Rice Dishes', 'Asian']",4.4,790,101.6494359,3.2328798,2,Mamak,4.41,4.30-4.49,Moderate,"Noodles, Rice Dishes, Asian"
2,2,Efoodmarket,https://foodpanda.my/restaurant/s2cq/efoodmarket,['Asian'],4.1,55,101.6189861,3.2195578,3,Chinese,4.33,4.30-4.49,Expensive,Asian
3,3,Mayana corner seafood,https://foodpanda.my/restaurant/h7iy/mayana-corner-seafood,"['Noodles', 'Thai', 'Beverages', 'Chicken', 'Rice Dishes']",4.6,82,101.6342359,3.2205364,2,Malay,4.52,4.50-4.69,Moderate,"Noodles, Thai, Beverages, Chicken, Rice Dishes"
4,4,Jin man lou hai xian fan dian restaurant zhing mun,https://foodpanda.my/restaurant/v0gh/jin-man-lou-hai-xian-fan-dian-restaurant-zhing-mun,"['Noodles', 'Chicken', 'Rice Dishes', 'Meat', 'Chinese']",4.4,91,101.6379497,3.2230954,3,Chinese,4.43,4.30-4.49,Expensive,"Noodles, Chicken, Rice Dishes, Meat, Chinese"
5,5,A sheng fan dian ahsan seafood restaurant,https://foodpanda.my/restaurant/nid2/a-sheng-fan-dian-ahsan-seafood-restaurant,"['Noodles', 'Rice Dishes', 'Chinese']",4.8,8,101.6359499,3.2277106,3,Chinese,4.48,4.30-4.49,Expensive,"Noodles, Rice Dishes, Chinese"
6,6,Restoran smeliana,https://foodpanda.my/restaurant/gcvg/restoran-smeliana,"['Noodles', 'Beverages', 'Chicken', 'Rice Dishes', 'Meat', 'Asian']",4.5,164,101.6379497,3.2230954,1,Mamak,4.48,4.30-4.49,Cheap,"Noodles, Beverages, Chicken, Rice Dishes, Meat, Asian"
7,7,Kowloon bubble waffle upgrade restaurant,https://foodpanda.my/restaurant/wu91/kowloon-bubble-waffle-upgrade-restaurant,"['Desserts', 'Fish', 'Fast Food']",4.6,33,101.65202284,3.2389727,2,Desserts,4.49,4.30-4.49,Moderate,"Desserts, Fish, Fast Food"
8,8,The queh,https://foodpanda.my/restaurant/rhbx/the-queh,"['Chicken', 'Malaysian food']",0.0,0,101.6378464,3.2177352,1,Malay,0.0,No rating,Cheap,"Chicken, Malaysian food"
9,9,Uandi cafe kepong,https://foodpanda.my/restaurant/e3b9/uandi-cafe-kepong,"['Noodles', 'Beverages', 'Rice Dishes', 'Malaysian food']",4.4,208,101.6299115,3.2163305,2,Malay,4.42,4.30-4.49,Moderate,"Noodles, Beverages, Rice Dishes, Malaysian food"
10,10,Starbucks damansara avenue dt,https://foodpanda.my/restaurant/gpil/starbucks-damansara-avenue-dt,"['Cakes', 'Halal']",4.6,611,101.6169328,3.1916751,3,Beverages,4.58,4.50-4.69,Expensive,"Cakes, Halal"
11,11,Kedai kak mah kepong,https://foodpanda.my/restaurant/b0ig/kedai-kak-mah-kepong,"['Rice Dishes', 'Malaysian food']",4.4,213,101.6248791,3.221253,3,Malay,4.42,4.30-4.49,Expensive,"Rice Dishes, Malaysian food"
12,12,Qq pan mee houseatko zai like,https://foodpanda.my/restaurant/o4d9/qq-pan-mee-houseatko-zai-like,"['Noodles', 'Chinese']",4.6,28,101.6476111,3.23334693,3,Chinese,4.48,4.30-4.49,Expensive,"Noodles, Chinese"
13,13,Har jeh noodle house at restaurant shoon kee,https://foodpanda.my/restaurant/aoz2/har-jeh-noodle-house-at-restaurant-shoon-kee,"['Noodles', 'Beverages', 'Soups', 'Chinese']",0.0,0,101.6483738,3.2336169,3,Chinese,0.0,No rating,Expensive,"Noodles, Beverages, Soups, Chinese"
14,14,Fei ma ka li mian fat mum kepong ulu kopitiam,https://foodpanda.my/restaurant/avhc/fei-ma-ka-li-mian-fat-mum-kepong-ulu-kopitiam,"['Noodles', 'Beverages', 'Chicken', 'Rice Dishes', 'Fish', 'Chinese']",4.7,8,101.6354798,3.227959,1,Chinese,4.47,4.30-4.49,Cheap,"Noodles, Beverages, Chicken, Rice Dishes, Fish, Chinese"
15,15,Klasik pot,https://foodpanda.my/restaurant/o988/klasik-pot,"['Noodles', 'Chicken', 'Rice Dishes', 'Asian']",4.7,16,101.6271019,3.2204052,1,Malay,4.48,4.30-4.49,Cheap,"Noodles, Chicken, Rice Dishes, Asian"
16,16,66 noodles tea stall,https://foodpanda.my/restaurant/gcce/66-noodles-tea-stall,"['Noodles', 'Chinese']",0.0,0,101.6482825,3.2329766,1,Chinese,0.0,No rating,Cheap,"Noodles, Chinese"
17,17,Ayam goreng kunyit e agk letop,https://foodpanda.my/restaurant/l0kj/ayam-goreng-kunyit-e-agk-letop,"['Chicken', 'Malaysian food', 'Fish']",4.4,31,101.63910472,3.25068873,3,Malay,4.44,4.30-4.49,Expensive,"Chicken, Malaysian food, Fish"
18,18,Teh ais madu 3 taman ehsan,https://foodpanda.my/restaurant/z9xh/teh-ais-madu-3-taman-ehsan,['Beverages'],4.8,9,101.62505855,3.22121695,2,Beverages,4.48,4.30-4.49,Moderate,Beverages
19,19,Pattras bakery,https://foodpanda.my/restaurant/sn8l/pattras-bakery,"['Cakes', 'Beverages']",0.0,0,101.6538611,3.2340278,3,Desserts,0.0,No rating,Expensive,"Cakes, Beverages"
20,20,Jandb borneo kitchen,https://foodpanda.my/restaurant/bq3j/jandb-borneo-kitchen,"['Noodles', 'Malaysian food', 'Desserts']",4.5,5,101.62520647,3.22133004,3,Borneo,4.45,4.30-4.49,Expensive,"Noodles, Malaysian food, Desserts"
21,21,Matt char koay teow,https://foodpanda.my/restaurant/mv5h/matt-char-koay-teow,"['Noodles', 'Rice Dishes', 'Fast Food']",4.8,53,101.61857336,3.21606681,1,Malaysian,4.57,4.50-4.69,Cheap,"Noodles, Rice Dishes, Fast Food"
22,22,Pisang goreng cheese kak elliez taman ehsan,https://foodpanda.my/restaurant/ar4m/pisang-goreng-cheese-kak-elliez-taman-ehsan,"['Chicken', 'Snacks', 'Malaysian food']",5.0,11,101.62483126,3.22099616,2,Malay,4.5,4.50-4.69,Moderate,"Chicken, Snacks, Malaysian food"
23,23,Deli2go and costa coffee at sh mrr2,https://foodpanda.my/restaurant/i4jv/deli2go-and-costa-coffee-at-sh-mrr2,"['Cakes', 'Sandwiches', 'Meat']",4.2,8,101.65578593,3.22945304,1,Beverages,4.43,4.30-4.49,Cheap,"Cakes, Sandwiches, Meat"
24,24,Dong yong siew chao hao jia fang restaurant,https://foodpanda.my/restaurant/t1tz/dong-yong-siew-chao-hao-jia-fang-restaurant,"['Noodles', 'Chicken', 'Rice Dishes', 'Soups', 'Chinese']",4.0,40,101.6358318,3.2268373,3,Chinese,4.32,4.30-4.49,Expensive,"Noodles, Chicken, Rice Dishes, Soups, Chinese"
25,25,Kedai bakeri ai bake,https://foodpanda.my/restaurant/s9od/kedai-bakeri-ai-bake,['Cakes'],4.6,145,101.627517,3.216617,3,Desserts,4.54,4.50-4.69,Expensive,Cakes
26,26,Nasi lemak q in aj,https://foodpanda.my/restaurant/w2ox/nasi-lemak-q-in-aj,"['Noodles', 'Chicken', 'Rice Dishes', 'Malaysian food']",3.7,39,101.63943,3.22583,3,Malay,4.24,4.00-4.29,Expensive,"Noodles, Chicken, Rice Dishes, Malaysian food"
27,27,Kafe garpuandcamca,https://foodpanda.my/restaurant/c0ed/kafe-garpuandcamca,['Asian'],4.3,493,101.62302457,3.21969413,2,Malay,4.33,4.30-4.49,Moderate,Asian
28,28,Shanghai porridge stall,https://foodpanda.my/restaurant/s2zp/shanghai-porridge-stall,['Chinese'],4.5,61,101.64962,3.233425,3,Chinese,4.47,4.30-4.49,Expensive,Chinese
29,29,Veggie century su shi dai at selayang jaya,https://foodpanda.my/restaurant/rfkx/veggie-century-su-shi-dai-at-selayang-jaya,"['Noodles', 'Beverages', 'Chicken', 'Rice Dishes', 'Chinese']",4.6,235,101.6517927,3.2388553,2,Chinese,4.56,4.50-4.69,Moderate,"Noodles, Beverages, Chicken, Rice Dishes, Chinese"
30,30,Mr kebab hkl,https://foodpanda.my/restaurant/b5tu/mr-kebab-hkl,"['Beverages', 'Snacks', 'Malaysian food', 'Meat']",3.6,16,101.6549804,3.2349818,2,Mediterranean,4.33,4.30-4.49,Moderate,"Beverages, Snacks, Malaysian food, Meat"
31,31,Low family hokkian noodle restaurant,https://foodpanda.my/restaurant/awqv/low-family-hokkian-noodle-restaurant,"['Noodles', 'Rice Dishes', 'Asian']",4.3,3,101.6380322,3.2171145,3,Chinese,4.45,4.30-4.49,Expensive,"Noodles, Rice Dishes, Asian"
32,32,The houze of mee awang jitra mai,https://foodpanda.my/restaurant/b32i/the-houze-of-mee-awang-jitra-mai,"['Noodles', 'Rice Dishes', 'Asian']",4.7,4,101.6356786,3.2292789,2,Malay,4.46,4.30-4.49,Moderate,"Noodles, Rice Dishes, Asian"
33,33,Esm homemade food,https://foodpanda.my/restaurant/xkkd/esm-homemade-food,"['Rice Dishes', 'Malaysian food']",0.0,0,101.6294491,3.2128613,2,Malay,0.0,No rating,Moderate,"Rice Dishes, Malaysian food"
34,34,Kakreen kitchen,https://foodpanda.my/restaurant/m4j4/kakreen-kitchen,"['Noodles', 'Malaysian food']",4.6,9,101.6187399,3.2231794,2,Mediterranean,4.46,4.30-4.49,Moderate,"Noodles, Malaysian food"
35,35,Teabot,https://foodpanda.my/restaurant/zfmo/teabot,"['Beverages', 'Chicken', 'Asian']",0.0,0,101.61904044,3.21937619,2,Beverages,0.0,No rating,Moderate,"Beverages, Chicken, Asian"
36,36,Bubur ayam garing omak den hijrah selangor,https://foodpanda.my/restaurant/bned/bubur-ayam-garing-omak-den-hijrah-selangor,"['Malaysian food', 'Desserts', 'Meat']",4.7,74,101.7113309,3.2390154,2,Malay,4.56,4.50-4.69,Moderate,"Malaysian food, Desserts, Meat"
37,37,3bg gombak,https://foodpanda.my/restaurant/ecod/3bg-gombak,"['Chicken', 'Rice Dishes', 'Malaysian food']",4.3,656,101.7218865,3.2455444,3,Malay,4.32,4.30-4.49,Expensive,"Chicken, Rice Dishes, Malaysian food"
38,38,Mm dhivya sweets,https://foodpanda.my/restaurant/a0ak/mm-dhivya-sweets,"['Indian', 'Desserts']",5.0,6,101.6834321,3.2365504,3,Indian,4.48,4.30-4.49,Expensive,"Indian, Desserts"
39,39,Bubblebee sentul,https://foodpanda.my/restaurant/t3fp/bubblebee-sentul,"['Beverages', 'Desserts']",4.6,2136,101.68952602,3.20498021,3,Beverages,4.59,4.50-4.69,Expensive,"Beverages, Desserts"
40,40,Martabak bang changkat ria gombak,https://foodpanda.my/restaurant/a6vt/martabak-bang-changkat-ria-gombak,"['Beverages', 'Pizza', 'Asian']",4.5,125,101.7026504,3.2254771,3,Desserts,4.48,4.30-4.49,Expensive,"Beverages, Pizza, Asian"
41,41,Ojie food delivery services,https://foodpanda.my/restaurant/yuil/ojie-food-delivery-services,"['Meat', 'Burgers', 'Fast Food']",4.5,133,101.7113234,3.2383775,1,Fast Food,4.48,4.30-4.49,Cheap,"Meat, Burgers, Fast Food"
42,42,Cik ina kitchen,https://foodpanda.my/restaurant/xkru/cik-ina-kitchen,"['Chicken', 'Rice Dishes', 'Malaysian food']",4.3,36,101.6870899,3.2276678,3,Malay,4.41,4.30-4.49,Expensive,"Chicken, Rice Dishes, Malaysian food"
43,43,Nz curry house at mutiara gombak,https://foodpanda.my/restaurant/g9gw/nz-curry-house-at-mutiara-gombak,"['Noodles', 'Beverages', 'Rice Dishes', 'Malaysian food']",4.4,176,101.7176019,3.2372379,1,Mamak,4.42,4.30-4.49,Cheap,"Noodles, Beverages, Rice Dishes, Malaysian food"
44,44,Aestea malaysia at gombak,https://foodpanda.my/restaurant/u1gm/aestea-malaysia-at-gombak,"['Beverages', 'Asian']",4.6,814,101.7083629,3.2342125,2,Beverages,4.58,4.50-4.69,Moderate,"Beverages, Asian"
45,45,Familymart one maxim sentul famima,https://foodpanda.my/restaurant/u9ml/familymart-one-maxim-sentul-famima,"['Beverages', 'Japanese', 'Desserts']",4.5,1420,101.68956325,3.2049254,1,International,4.5,4.50-4.69,Cheap,"Beverages, Japanese, Desserts"
46,46,The ko pi,https://foodpanda.my/restaurant/o4xb/the-ko-pi,['Cakes'],4.2,93,101.6903827,3.2092025,3,Malay,4.33,4.30-4.49,Expensive,Cakes
47,47,Warong makojie,https://foodpanda.my/restaurant/i9ig/warong-makojie,"['Noodles', 'Chicken', 'Malaysian food']",4.4,63,101.7118125,3.2269375,2,Indonesian,4.43,4.30-4.49,Moderate,"Noodles, Chicken, Malaysian food"
48,48,Marina seafood thai cuisine,https://foodpanda.my/restaurant/n6wu/marina-seafood-thai-cuisine,"['Rice Dishes', 'Seafood', 'Soups']",4.3,593,101.72317166,3.25015287,1,Malay,4.32,4.30-4.49,Cheap,"Rice Dishes, Seafood, Soups"
49,49,Restoran ayam penyet dz,https://foodpanda.my/restaurant/n6ni/restoran-ayam-penyet-dz,"['Noodles', 'Malaysian food']",4.3,690,101.685926,3.215719,3,Indonesian,4.32,4.30-4.49,Expensive,"Noodles, Malaysian food"
50,50,El kitchen,https://foodpanda.my/restaurant/o3m9/el-kitchen,"['Chicken', 'Rice Dishes', 'Asian']",0.0,0,101.727354,3.2340183,2,Malay,0.0,No rating,Moderate,"Chicken, Rice Dishes, Asian"
51,51,Moms n daughter kitchen,https://foodpanda.my/restaurant/dflw/moms-n-daughter-kitchen,"['Healthy Food', 'Malaysian food', 'Meat']",5.0,1,101.70637959,3.2306081,2,Vietnamese,4.46,4.30-4.49,Moderate,"Healthy Food, Malaysian food, Meat"
52,52,Mcdonalds batu caves dt 315,https://foodpanda.my/restaurant/n5vy/mcdonalds-batu-caves-dt-315,"['Beverages', 'Halal', 'Chicken', 'Desserts', 'Burgers', 'Fast Food']",4.5,6866,101.6898281,3.23493272,2,Fast Food,4.5,4.50-4.69,Moderate,"Beverages, Halal, Chicken, Desserts, Burgers, Fast Food"
53,53,Nasi lemak ujang corner gombak,https://foodpanda.my/restaurant/t7tr/nasi-lemak-ujang-corner-gombak,['Malaysian food'],4.7,2568,101.7056053,3.2343071,3,Malay,4.69,4.50-4.69,Expensive,Malaysian food
54,54,Master cook muslim chinese cuisine mrr2 taman melati ,https://foodpanda.my/restaurant/n5eu/master-cook-muslim-chinese-cuisine-mrr2-taman-melati-,"['Noodles', 'Rice Dishes', 'Meat', 'Chinese']",4.4,1765,101.6978929,3.23763791,3,Chinese,4.4,4.30-4.49,Expensive,"Noodles, Rice Dishes, Meat, Chinese"
55,55,Satay cik hanum gombak batu 6,https://foodpanda.my/restaurant/k4gw/satay-cik-hanum-gombak-batu-6,"['Chicken', 'Rice Dishes', 'Malaysian food']",4.4,174,101.7155959,3.22632445,3,Malay,4.42,4.30-4.49,Expensive,"Chicken, Rice Dishes, Malaysian food"
56,56,Wa li satay,https://foodpanda.my/restaurant/y9sc/wa-li-satay,"['American', 'Chicken', 'Rice Dishes', 'Meat']",3.7,18,101.70868522,3.22339914,3,Malay,4.34,4.30-4.49,Expensive,"American, Chicken, Rice Dishes, Meat"
57,57,Nasi lemak kak jah,https://foodpanda.my/restaurant/ms97/nasi-lemak-kak-jah,"['Chicken', 'Rice Dishes', 'Malaysian food']",4.6,15,101.6902742,3.2059705,1,Malay,4.47,4.30-4.49,Cheap,"Chicken, Rice Dishes, Malaysian food"
58,58,Jeff tomyam,https://foodpanda.my/restaurant/bomf/jeff-tomyam,"['Noodles', 'Chicken', 'Asian']",3.7,4,101.6982924,3.238006,2,Malay,4.42,4.30-4.49,Moderate,"Noodles, Chicken, Asian"
59,59,Bakso mj gombak,https://foodpanda.my/restaurant/wv61/bakso-mj-gombak,['Malaysian food'],4.0,4,101.7086514,3.2288949,1,Indonesian,4.43,4.30-4.49,Cheap,Malaysian food
60,60,Cendol kukus gombak,https://foodpanda.my/restaurant/mr8q/cendol-kukus-gombak,"['Noodles', 'Malaysian food', 'Desserts', 'Meat', 'Soups']",4.0,7,101.71151995,3.2257536,2,Indonesian,4.42,4.30-4.49,Moderate,"Noodles, Malaysian food, Desserts, Meat, Soups"
61,61,Pisang coklat abam 2nd branch,https://foodpanda.my/restaurant/c046/pisang-coklat-abam-2nd-branch,"['Malaysian food', 'Desserts']",4.5,6,101.7113848,3.2259058,2,Indonesian,4.45,4.30-4.49,Moderate,"Malaysian food, Desserts"
62,62,Maju cempaka seafood,https://foodpanda.my/restaurant/yd5r/maju-cempaka-seafood,"['Thai', 'Beverages', 'Chicken', 'Rice Dishes', 'Soups']",4.6,3,101.7242984,3.2514752,1,Malay,4.45,4.30-4.49,Cheap,"Thai, Beverages, Chicken, Rice Dishes, Soups"
63,63,Matrock gombak,https://foodpanda.my/restaurant/rqs4/matrock-gombak,['Malaysian food'],4.7,269,101.7142501,3.2342668,2,Malay,4.63,4.50-4.69,Moderate,Malaysian food
64,64,Mcdonalds project karak 175,https://foodpanda.my/restaurant/n8tz/mcdonalds-project-karak-175,"['Beverages', 'Halal', 'Chicken', 'Desserts', 'Burgers', 'Fast Food']",4.5,4286,101.7162,3.241,2,Fast Food,4.5,4.50-4.69,Moderate,"Beverages, Halal, Chicken, Desserts, Burgers, Fast Food"
65,65,Walls ice cream nf conv enterprise,https://foodpanda.my/restaurant/f2nm/walls-ice-cream-nf-conv-enterprise,['Desserts'],4.7,14,101.7338241,3.2560612,3,Desserts,4.48,4.30-4.49,Expensive,Desserts
66,66,Rizieq nasi ayam,https://foodpanda.my/restaurant/u18e/rizieq-nasi-ayam,"['Beverages', 'Rice Dishes', 'Malaysian food']",4.7,7,101.716326,3.2517346,1,Malay,4.47,4.30-4.49,Cheap,"Beverages, Rice Dishes, Malaysian food"
67,67,Borooi corner,https://foodpanda.my/restaurant/hj23/borooi-corner,"['Beverages', 'Rice Dishes', 'Malaysian food']",4.5,10,101.72375378,3.25033554,1,Malay,4.45,4.30-4.49,Cheap,"Beverages, Rice Dishes, Malaysian food"
68,68,Juara patin x gombak,https://foodpanda.my/restaurant/menj/juara-patin-x-gombak,"['Beverages', 'Malaysian food', 'Fish']",5.0,2,101.7214536,3.2442141,3,Malay,4.46,4.30-4.49,Expensive,"Beverages, Malaysian food, Fish"
69,69,Warung nasi lemak hijau gombak,https://foodpanda.my/restaurant/o6cf/warung-nasi-lemak-hijau-gombak,"['Beverages', 'Rice Dishes', 'Malaysian food']",4.8,32,101.7216906,3.2442074,1,Malay,4.54,4.50-4.69,Cheap,"Beverages, Rice Dishes, Malaysian food"
70,70,Kokdiangmy,https://foodpanda.my/restaurant/f9ce/kokdiangmy,"['Noodles', 'Malaysian food', 'Soups']",4.7,73,101.721832,3.244328,3,Malay,4.56,4.50-4.69,Expensive,"Noodles, Malaysian food, Soups"
71,71,Kudap bt 8 gombak,https://foodpanda.my/restaurant/vqke/kudap-bt-8-gombak,"['Noodles', 'Chicken', 'Malaysian food']",4.0,10,101.72091155,3.24445451,3,American,4.41,4.30-4.49,Expensive,"Noodles, Chicken, Malaysian food"
72,72,Cendol batu 7 gombak,https://foodpanda.my/restaurant/rrh7/cendol-batu-7-gombak,"['Noodles', 'Rice Dishes', 'Desserts', 'Asian']",4.5,151,101.714316,3.236005,2,Malay,4.48,4.30-4.49,Moderate,"Noodles, Rice Dishes, Desserts, Asian"
73,73,Restoran wong jowo,https://foodpanda.my/restaurant/r7tt/restoran-wong-jowo,"['Noodles', 'Rice Dishes', 'Asian']",4.2,34,101.72202003,3.24560341,2,Indonesian,4.39,4.30-4.49,Moderate,"Noodles, Rice Dishes, Asian"
74,74,Popia crunch banana,https://foodpanda.my/restaurant/r3qd/popia-crunch-banana,"['Cakes', 'Desserts']",4.7,84,101.72000122,3.24368,2,Desserts,4.56,4.50-4.69,Moderate,"Cakes, Desserts"
75,75,Fancyfoodgombak,https://foodpanda.my/restaurant/j5sk/fancyfoodgombak,"['Snacks', 'Malaysian food', 'Sandwiches']",4.8,6,101.7213965,3.24452683,2,Thai,4.47,4.30-4.49,Moderate,"Snacks, Malaysian food, Sandwiches"
76,76,Ali muthu and ah hock kopitiam kl east mall,https://foodpanda.my/restaurant/g95i/ali-muthu-and-ah-hock-kopitiam-kl-east-mall,"['Noodles', 'Chicken', 'Rice Dishes', 'Asian']",4.3,305,101.7300172,3.2252699,1,Malaysian,4.34,4.30-4.49,Cheap,"Noodles, Chicken, Rice Dishes, Asian"
77,77,Ll foods stations,https://foodpanda.my/restaurant/zt1p/ll-foods-stations,"['Noodles', 'Beverages', 'Rice Dishes', 'Asian']",5.0,1,101.7128634,3.2412731,3,Indonesian,4.46,4.30-4.49,Expensive,"Noodles, Beverages, Rice Dishes, Asian"
78,78,Pizza gombak,https://foodpanda.my/restaurant/alxv/pizza-gombak,"['Beverages', 'Chicken', 'Desserts', 'Western']",4.5,20,101.71895202,3.24422436,3,American,4.46,4.30-4.49,Expensive,"Beverages, Chicken, Desserts, Western"
79,79,Mie tomyam,https://foodpanda.my/restaurant/qwq3/mie-tomyam,"['Rice Dishes', 'Malaysian food', 'Meat']",4.1,7,101.61100105,3.21057633,2,Malay,4.43,4.30-4.49,Moderate,"Rice Dishes, Malaysian food, Meat"
80,80,Kandl restaurant,https://foodpanda.my/restaurant/upln/kandl-restaurant,"['Noodles', 'Beverages', 'Rice Dishes', 'Asian']",0.0,0,101.6101913,3.2035373,1,International,0.0,No rating,Cheap,"Noodles, Beverages, Rice Dishes, Asian"
81,81,Pizza roma manjalara,https://foodpanda.my/restaurant/sods/pizza-roma-manjalara,"['Beverages', 'Pizza']",4.4,141,101.6256714,3.193263,3,Italian,4.42,4.30-4.49,Expensive,"Beverages, Pizza"
82,82,Tuck kee dim sum restaurant,https://foodpanda.my/restaurant/l9tv/tuck-kee-dim-sum-restaurant,"['Beverages', 'Rice Dishes', 'Malaysian food']",4.5,302,101.6324123,3.1999386,2,Chinese,4.49,4.30-4.49,Moderate,"Beverages, Rice Dishes, Malaysian food"
83,83,Yoshi yoshi robata kepong,https://foodpanda.my/restaurant/rs5q/yoshi-yoshi-robata-kepong,"['Chicken', 'Japanese']",4.5,302,101.64054264,3.21349887,2,Japanese,4.49,4.30-4.49,Moderate,"Chicken, Japanese"
84,84,Tealive the henge kepong,https://foodpanda.my/restaurant/p7go/tealive-the-henge-kepong,"['Halal', 'Beverages', 'Malaysian food', 'Desserts']",4.5,949,101.64130135,3.22048505,2,Beverages,4.5,4.50-4.69,Moderate,"Halal, Beverages, Malaysian food, Desserts"
85,85,Happy guava king,https://foodpanda.my/restaurant/a6tv/happy-guava-king,['Healthy Food'],4.7,679,101.6443141,3.2032718,2,Fruits,4.67,4.50-4.69,Moderate,Healthy Food
86,86,Hong jie curry mee hong jie ka li mian,https://foodpanda.my/restaurant/j7qj/hong-jie-curry-mee-hong-jie-ka-li-mian,"['Noodles', 'Beverages', 'Desserts', 'Soups', 'Chinese']",4.7,33,101.6433782,3.2099086,2,Chinese,4.51,4.50-4.69,Moderate,"Noodles, Beverages, Desserts, Soups, Chinese"
87,87,Aandw kepong,https://foodpanda.my/restaurant/d1ic/aandw-kepong,"['American', 'Halal', 'Burgers', 'Fast Food']",4.4,2995,101.65010563,3.21088887,2,Fast Food,4.4,4.30-4.49,Moderate,"American, Halal, Burgers, Fast Food"
88,88,Lui cha king restaurant ke jia lei cha,https://foodpanda.my/restaurant/k1ud/lui-cha-king-restaurant-ke-jia-lei-cha,"['Noodles', 'Beverages', 'Rice Dishes', 'Chinese']",4.5,127,101.6463552,3.2105674,3,Chinese,4.48,4.30-4.49,Expensive,"Noodles, Beverages, Rice Dishes, Chinese"
89,89,Yun pickled vege pot the henge kepong,https://foodpanda.my/restaurant/h5py/yun-pickled-vege-pot-the-henge-kepong,"['Noodles', 'Rice Dishes', 'Vegetarian']",3.8,30,101.6412285,3.2205083,3,Chinese,4.3,4.30-4.49,Expensive,"Noodles, Rice Dishes, Vegetarian"
90,90,Bask bear coffee the henge kepong,https://foodpanda.my/restaurant/t4gy/bask-bear-coffee-the-henge-kepong,"['Snacks', 'Asian']",4.4,229,101.6413066,3.2204872,2,Beverages,4.42,4.30-4.49,Moderate,"Snacks, Asian"
91,91,Koo kee charcoal fried,https://foodpanda.my/restaurant/c53g/koo-kee-charcoal-fried,"['Noodles', 'American', 'Rice Dishes', 'Chinese']",4.5,275,101.6159168,3.2102505,3,Chinese,4.49,4.30-4.49,Expensive,"Noodles, American, Rice Dishes, Chinese"
92,92,Talad noi thai food market,https://foodpanda.my/restaurant/za1j/talad-noi-thai-food-market,"['Thai', 'Noodles', 'Beverages']",4.1,110,101.6302718,3.192562,3,Thai,4.27,4.00-4.29,Expensive,"Thai, Noodles, Beverages"
93,93,I love fruit rojak at be happy kopitiam,https://foodpanda.my/restaurant/wmlp/i-love-fruit-rojak-at-be-happy-kopitiam,['Healthy Food'],4.4,68,101.6417145,3.2133578,1,Fruits,4.43,4.30-4.49,Cheap,Healthy Food
94,94,Kepong crispy popiah at be happy kopitiam,https://foodpanda.my/restaurant/o11t/kepong-crispy-popiah-at-be-happy-kopitiam,['Chinese'],4.4,89,101.6414385,3.2134346,2,Chinese,4.43,4.30-4.49,Moderate,Chinese
95,95,The coffee bean and tea leaf ativo plaza,https://foodpanda.my/restaurant/t2ta/the-coffee-bean-and-tea-leaf-ativo-plaza,"['American', 'Cakes', 'Beverages', 'International', 'Sandwiches', 'Desserts']",4.7,821,101.61563035,3.1972277,3,Beverages,4.67,4.50-4.69,Expensive,"American, Cakes, Beverages, International, Sandwiches, Desserts"
96,96,Leng zai bak kut teh,https://foodpanda.my/restaurant/m8jp/leng-zai-bak-kut-teh,['Chinese'],4.1,738,101.62523897,3.19318525,2,Chinese,4.14,4.00-4.29,Moderate,Chinese
97,97,Cheftako kepong,https://foodpanda.my/restaurant/w8yc/cheftako-kepong,"['Chicken', 'Seafood', 'Japanese', 'Meat']",4.6,126,101.62802114,3.19550237,1,Japanese,4.53,4.50-4.69,Cheap,"Chicken, Seafood, Japanese, Meat"
98,98,Porridge sunny coffee shop,https://foodpanda.my/restaurant/s6ev/porridge-sunny-coffee-shop,['Chinese'],4.4,56,101.6056171,3.18651425,2,Chinese,4.43,4.30-4.49,Moderate,Chinese
99,99,Wardas home cooking,https://foodpanda.my/restaurant/t2ni/wardas-home-cooking,['Malaysian food'],4.4,154,101.6198255,3.1957168,2,Malay,4.42,4.30-4.49,Moderate,Malaysian food
100,100,Fried oyster omelette jia dong ci ba,https://foodpanda.my/restaurant/y1ec/fried-oyster-omelette-jia-dong-ci-ba,"['Seafood', 'Chinese']",4.5,48,101.6444493,3.20319475,3,Chinese,4.47,4.30-4.49,Expensive,"Seafood, Chinese"
101,101,Soul brew kepong laman rimbunan,https://foodpanda.my/restaurant/jytj/soul-brew-kepong-laman-rimbunan,['Beverages'],3.2,4,101.64800546,3.21212337,2,Beverages,4.4,4.30-4.49,Moderate,Beverages
102,102,One six eight pan mee restaurant,https://foodpanda.my/restaurant/t1bm/one-six-eight-pan-mee-restaurant,['Chinese'],4.7,724,101.6153897,3.2095722,1,Chinese,4.67,4.50-4.69,Cheap,Chinese
103,103,Chenchenho steamboat kepong manjalara,https://foodpanda.my/restaurant/s1pi/chenchenho-steamboat-kepong-manjalara,['Seafood'],4.0,20,101.6303966,3.193333,3,Chinese,4.38,4.30-4.49,Expensive,Seafood
